,Character,Dialog
270,Mr Musk,Yeah.
271,Tony,Then we’ll make it work.  You want a massage?
272,Pepper,"Oh, God. No. I don’t want a massage."
273,Tony,I’ll have Natalie make an…
274,Pepper,I don’t want Natalie to do…
275,Tony,"Don’t want you tense. By the way, I didn’t mean to spring this on you."
276,Pepper,Thank you very much.
277,Tony,Green is not your best colour.
278,Pepper,"Oh, please."
279,Justin,Anthony. Is that you?
280,Tony,My least favourite person on Earth.
281,Justin,"Hey, pal."
282,Tony,Justin Hammer.
283,Justin,How you doing? You’re not the only rich guy here with a fancy car. You know Christine Everhart from Vanity Fair. You guys know each other?
284,Christine,Hi. Yes.
285,Pepper,Yes.
286,Tony,"Yes, roughly."
287,Pepper,We do.
288,Justin,"BTW, big story. The new CEO of Stark Industries."
289,Christine,"I know, I know."
290,Justin,Congratulations.
291,Christine,My editor will kill me if I don’t grab a quote for our Powerful Women issue.
292,Pepper,Oh.
293,Christine,Can I?
294,Pepper,Sure.
295,Justin,"She’s actually doing a big spread on me for Vanity Fair. I thought I’d throw her a bone, you know. Right?"
296,Pepper,"Right. Well, she did quite a spread on Tony last year."
297,Tony,And she wrote a story as well.
298,Pepper,It was very impressive.
299,Tony,That was good.
300,Pepper,It was very well done.
301,Christine,Thank you.
302,Pepper,I’m gonna go wash.
303,Tony,Don’t leave me.
304,Justin,"Hey, buddy. How you doing?"
305,Tony,I’m all right.
306,Justin,Looking gorgeous.
307,Tony,"Please, this is tough."
308,Christine,Can I ask you… Is this the first time…
309,Justin,Say “Brie”.
310,Christine,…that you guys have seen each other?
311,Tony,"God, that’s so awful."
312,Christine,"Listen, is it the first time you’ve seen each other since the Senate?"
313,Tony,Since he got his contract revoked…
314,Justin,"Actually, it’s on hold."
315,Tony,…when you were attempting to…That’s not what I heard. What’s the difference between “hold and “cancelled”? The truth?
316,Christine,"Yes, what is it?"
317,Justin,"No. The truth is… Why don’t we put that away? The truth is, I’m actually hoping to present something at your Expo."
318,Tony,"Well, if you invent something that works, I’ll make sure I get you a slot."
319,Natalie,Mr Stark?
320,Tony,Yes?
321,Natalie,Your corner table is ready.
322,Justin,"I actually have a slot this year. Yes, I do."
323,Tony,"Hammer needs a slot, Christine."
324,Justin,"We kid, yeah. We kid. We’re kidders."
325,Tony,Got any other bad ideas?
326,Justin,"Tony and I… Tony… I love Tony Stark. Tony loves me. We’re not competitors. Him being out of the picture created tremendous opportunities for Hammer Industries, you know? Everything that Tony and I do…"
327,Tony,"Well, what’s the use of having…"
328,Justin,…is a healthy…
329,Tony,…and owning a race car…
330,Justin,…competition.
331,Tony,…if you don’t drive it?
332,Justin,Is he driving?
333,Pepper,Natalie. Natalie!
334,Natalie,"Yes, Ms Potts?"
335,Pepper,What do you know about this?
336,Natalie,This is the first that I have known of it.
337,Pepper,"This, this cannot happen."
338,Natalie,Absolutely. I understand. How can I help you?
339,Pepper,Where’s Happy?
340,Natalie,He’s waiting outside.
341,Pepper,"Okay, get him. I need Happy."
342,Natalie,Right away.
343,Justin,"Tony’s… You know, he… We’re not competitive. You know what I mean?"
344,Christine,"Yeah, yeah, yeah. You know, can you excuse me just one second?"
345,Justin,Just read me what you wrote.
346,Christine,"I will. I will, after."
347,Justin,Just read it back to me.
348,Christine,But I have to make one quick phone call.
349,Justin,Where are you going?
350,Christine,This is great.
351,Justin,I’ve got some caviar coming.
352,Christine,This is great stuff. I’ll be right back.
353,Someone in background,Look! That’s Stark.
354,Pepper,"Go, go."
355,Happy,Hang on.
356,Pepper,Give me the case.
357,Happy,"Here, take it."
358,Pepper,Where’s the key?
359,Happy,It’s in my pocket.
360,Pepper,Car!
361,Tony,Are you okay?
362,Happy,Yeah.
363,Tony,Were you heading from me or him?
364,Happy,I was trying to scare him.
365,Tony,‘Cause I can’t tell!
366,Pepper,Are you out of your mind?
367,Tony,Better security.
368,Pepper,Get in the car right now!
369,Tony,I was attacked. We need better security.
370,Happy,Get in the car.
371,Tony,"You’re CEO. Better security measures. God, it’s embarrassing."
372,Pepper,Oh my God!
373,Happy,I got him!
374,Tony,Hit him again. Hit him again. Football.
375,Happy,I got him.
376,Pepper,Take the case! Take it!
377,Tony,Give him the case!
378,Pepper,Stop banging the car!
379,Tony,Calm down.
380,Pepper,God. God.
381,Tony,Give me the case! Please! Come on!
382,Ivan,
383,Police officer,"We ran his prints. We got nothing back, not even a name."
384,Tony,Where are we going?
385,Police Officer,Over there. We’re not even sure he speaks English. He hasn’t said a word since he got here.
386,Tony,Five minutes.
387,Police officer,
388,Tony,"Pretty decent tech. Cycles per second were a little low. You could have doubled up your rotations. You focused the repulsor energy through ionised plasma channels. It’s effective. Not very efficient. But it’s a passable knock-off. I don’t get it. A little fine tuning you could have made a solid pay check. You could have sold it to North Korea, China, Iran, or gone onto the black market. You look like you got friends in low places."
389,Ivan,"You come from a family of thieves and butchers. And now, like all guilty men, you try to rewrite your own history. And you forget all the lives the Stark family has destroyed."
390,Tony,"Speaking of thieves, where did you get this design?"
391,Ivan,My father. Anton Vanko.
392,Tony,"Well, I never heard of him."
393,Ivan,My father is the reason you’re alive.
394,Tony,"The reason I’m alive is ‘cause you had a shot, you took it, you missed."
395,Ivan,"Did I? If you can make God bleed, the people will cease to believe in him. And there will be blood in the water. And the sharks will come. The truth, all I have to do is sit here and watch as the world will consume you."
396,Tony,Where will you be watching the world consume me from? That’s right. A prison cell. I’ll send you a bar of soap.
397,Ivan,"Hey, Tony. Before you go, palladium in the chest, painful way to die."
398,Stern,"It’s just unbelievable. It proves that the genie is out of the bottle and this man has no idea what he’s doing. He thinks of the Iron Man weapon as a toy. I was at a hearing where Mr Stark, in fact, was adamant that these suits can’t exist anywhere else, don’t exist anywhere else, never will exist anywhere else, at least for five to ten years, and here we are in Monaco realising, “These suits exist now.”"
399,Tony,Mute. He should be giving me a medal. That’s the truth.
400,Pepper,What is that?
401,Tony,This is your in-flight meal.
402,Pepper,Did you just make that?
403,Tony,Yeah. Where do you think I’ve been for three hours?
404,Pepper,"Tony, what are you not telling me?"
405,Tony,"I don’t want to go home. At all. Let’s cancel my birthday party and… We’re in Europe. Let’s go to Venice, Cipriani. Remember?"
406,Pepper,"Oh, yes."
407,Tony,It’s a great place to be healthy.
408,Pepper,I don’t think this is the right time. We’re in kind of a mess.
409,Tony,"Yeah, but maybe that’s why it’s the best time. ‘Cause then we can…"
410,Pepper,"Well, I think as the CEO I need to show up."
411,Tony,"As CEO, you are entitled to a leave."
412,Pepper,A leave?
413,Tony,A company retreat.
414,Pepper,A retreat? During a time like this?
415,Tony,"Just a ride. Well, I’m just saying, to recharge our batteries and figure it all out."
416,Pepper,Not everybody runs on batteries Tony.
417,Justin,"Hey. There he is. There he is. What an absolute pleasure. Welcome. Oh goodness gracious. Can we get the handcuffs off my friend here? Forgive me, I’m sorry. I’m such a huge fan of yours. I didn’t want to make a first impression like this. He’s not an animal. Come on. He’s a human being. Thank you. We’re fine. My name is Justin Hammer. I’d like to do some business with you. Please sit. Dig in. What do we have today Jack?"
418,Jack,We have some salmon carpaccio.
419,Justin,"Salmon carpaccio. Anything you want here, we got it. I like my dessert first. I had this flown in from San Francisco. It’s Italian though. Organic ice cream. I got a sweet tooth. Apparently you do too, for Tony Stark. What I saw you do to Tony Stark on that track, how you stepped up to him in front of God and everybody that was… Wow. You spoke to me with what you did. And I know that you knew that I’d be listening. This is why I couldn’t bear to have you shipped off to God knows where. It would have been such a waste of talent. But if I might make a suggestion, you know, you don’t just go and try to kill the guy. I think, if I may, you go after his legacy. That’s what you kill. You and me, we are a lot alike in a lot of ways. The only difference between you and I is that I have resources. I think, if I may, you need my resources. Someone behind you, a benefactor. I’d like to be that guy."
420,Ivan,
421,Justin,Okay. Do you speak English? Because I can get a translator. I don’t know. Have you been understanding everything I’m saying?
422,Ivan,"Very good, man."
423,Justin,"Very good, man."
424,Ivan,"Very good, man."
425,Justin,Hey!
426,Ivan,Hey.
427,Justin,Yes?
428,Ivan,I want my bird.
429,Justin,A bird? You want a bird?
430,Ivan,I want my bird.
431,Justin,I can get you a bird. I can get you ten birds.
432,Ivan,I want my bird.
433,Justin,"Well, okay. Nothing’s impossible. I could… Are we talking about… Is this a bird back in Russia?"
434,Pepper,"Yes, but the fundamentals of the company are still very, very strong despite the events in Monaco."
435,Natalie,The AP wants a quote.
436,Pepper,Don’t tell them. Fax them…
437,Rhodey,Where is he?
438,Natalie,He doesn’t want to be disturbed.
439,Pepper,He’s downstairs.
440,News reader,But what happened in Monaco?
441,Pepper,"Yes, but…."
442,News reader,"But his continuing erratic behaviour may lead many people to ask themselves, “Can this man still protect us?”"
443,Pepper,Iron Man never stopped protecting us. The events in Monaco proved that.
444,JARVIS,"Query complete sir. Anton Vanko was a Soviet physicist who defected to the United States in 1963.However, he was accused of espionage and was deported in 1967. His son, Ivan, who is also a physicist, was convicted of selling Soviet-era weapons grade plutonium to Pakistan, and served 15 years in Kopeisk prison. No further records exist."
445,Rhodey,"Tony, you gotta get upstairs and get on top of this situation right now. Listen. I’ve been on the phone with the National Guard all day, trying to talk them out of rolling tanks up the PCH, knocking down your front door and taking these. They’re gonna take your suits, Tony, okay? They’re sick of the games. You said nobody else would possess this technology for 20 years. Well, guess what? Somebody else had it yesterday. It’s not theoretical anymore. Are you listening to me? Are you okay?"
446,Tony,Let’s go.
447,Rhodey,"Hey, man. Hey, hey! You all right?"
448,Tony,"Yeah, I should get to my desk.  See that cigar box?"
449,Rhodey,Yeah.
450,Tony,It’s palladium.
451,Rhodey,Is that supposed to be smoking?
452,Tony,"If you must know, it’s neutron damage. It’s from the reactor wall."
