,Character,Dialog
198,SCOTT LANG,"No. No, of course not. No, not a time machine. It's more like a... Yeah, a time machine. I know it's crazy. But I can't stop thinking about it. There's gotta be some way... There's gotta be...some w... it's crazy."
199,NATASHA ROMANOFF,"Scott, I get e-mails from a raccoon, so nothing sounds crazy anymore."
200,SCOTT LANG,So who do we talk to about this?
201,TONY STARK,Maguna? Morgan H. Stark. You want some lunch?
202,MORGAN STARK,Define lunch or be disintegrated.
203,TONY STARK,"Okay, You should not be wearing that, okay? That is part of a special anniversary gift I'm making for Mom."
204,MORGAN STARK,Okay.
205,TONY STARK,There you go. Are you thinking about lunch? I can give you a handful of crickets on a bed of lettuce.
206,MORGAN STARK,No.
207,TONY STARK,That's what you want. How did you find this?
208,MORGAN STARK,Garage.
209,TONY STARK,Really? Were you looking for it?
210,MORGAN STARK,"No. I found it, though."
211,TONY STARK,"You like going to the garage, huh? So does daddy. It's fine, actually. Your mom never wears anything I buy her."
212,SCOTT LANG,"Now, we know what it sounds like..."
213,STEVE ROGERS,"Tony, after everything you've seen, is anything really impossible?"
214,TONY STARK,"Quantum fluctuation messes with the Planck Scale, which then triggers the Deutsch Proposition. Can we agree on that?"
215,STEVE ROGERS,Thank you.
216,TONY STARK,"In Layman's terms, it means you're not coming home."
217,SCOTT LANG,I did.
218,TONY STARK,"No, you accidentally survived. It's a billion to one cosmic fluke. And now you wanna pull off a... What do you call it?"
219,SCOTT LANG,A time heist?
220,TONY STARK,"Yeah, a time heist. Of course, why didn't we think of this before? Oh, because it's laughable? Because it's a pipedream?"
221,SCOTT LANG,The Stones are in the past. We can go back and get them.
222,NATASHA ROMANOFF,We can snap our own fingers. We can bring everyone back.
223,TONY STARK,"Or screw it up worse than he already has, right?"
224,STEVE ROGERS,I don't believe we would.
225,TONY STARK,"Gotta say, sometimes I miss that giddy optimism. However, high hopes won't help if there's no logical, tangible way for me to safely execute said time heist. I believe the most likely outcome would be our collective demise."
226,SCOTT LANG,"Not if we strictly follow the rules of time travel. That means no talking to our past selves, no betting on sporting events -"
227,TONY STARK,"I'm gonna stop you right there, Scott. Are you seriously telling me that your plan to save the universe is based on Back To The Future?"
228,SCOTT LANG,No.
229,TONY STARK,Good. You had me worried there. 'Cause that'd be horse shit. That's not how quantum physics works.
230,NATASHA ROMANOFF,Tony... We have to take a stand.
231,TONY STARK,"We did stand. And yet, here we are."
232,SCOTT LANG,"I know you got a lot on the line. You got a wife, a daughter. But I lost someone very important to me. A lot of people did.  And now, now we have a chance to bring her back. To bring everyone back. And you're telling me that won't even..."
233,TONY STARK,"That's right, Scott, I won't even. I got a kid."
234,MORGAN STARK,Mommy told me to come and save you.
235,TONY STARK,"Good job. I'm saved.  I wish you'd come here to ask me something else. Anything else. Honestly, I... I missed you guys, it was... Oh, and table's set for six."
236,STEVE ROGERS,"Tony, I get it. And I'm happy for you, I really am. But this is a second chance."
237,TONY STARK,"I got my second chance right here, Cap. I can't roll the dice again. If you don't talk shop, you can stay for lunch."
238,NATASHA ROMANOFF,He's scared.
239,STEVE ROGERS,He's not wrong.
240,SCOTT LANG,"Yeah, but I mean, what are we gonna do? We need him. What, are we gonna stop?"
241,STEVE ROGERS,"No, I wanna do it right. We're gonna need a really big brain."
242,SCOTT LANG,Bigger than his?
243,BRUCE BANNER,"Come on, I feel like I'm the only one eating.  Try some of that. Have some eggs."
244,SCOTT LANG,I'm so confused.
245,BRUCE BANNER,These are confusing times.
246,SCOTT LANG,"Right. No, no, that's not what I meant."
247,BRUCE BANNER,"No, I get it. I'm kidding! I know. It's crazy. I'm wearing shirts now."
248,SCOTT LANG,Yeah! Wh...How? Why?
249,BRUCE BANNER,"Five years ago, we got our asses beaten. Except it was worse for me. Because I lost twice. First, Hulk lost, then Banner lost. Then, we all lost."
250,NATASHA ROMANOFF,"No one blamed you, Bruce."
251,BRUCE BANNER,"I did. For years, I've been treating the Hulk like he's some kind of disease, something to get rid of. But then I started looking at him as the cure. Eighteen months in a gamma lab. I put the brains and the brawn together. And now look at me. Best of both worlds..."
252,GIRL,"Excuse me, Mr. Hulk?"
253,BRUCE BANNER,Yes?
254,GIRL,Can we get a photo?
255,BRUCE BANNER,"100%, little person. Come on, step up.  You mind?"
256,SCOTT LANG,"Oh, yeah."
257,BRUCE BANNER,"Thanks,"
258,BRUCE BANNER,Did you get that?
259,SCOTT LANG,Don't you wanna grab one with me? I'm Ant-Man.
260,SCOTT LANG,"They're Hulk fans, they don't know Ant-Man. Nobody does."
261,BRUCE BANNER,"Wait, no, no, he feels bad. No, he wants you to...he wants to..."
262,BOY,Stranger Danger.
263,SCOTT LANG,He's even saying no he doesn't. I get it. I don't want it either.
264,BRUCE BANNER,"But, come on, the kid! But he...but you..."
265,SCOTT LANG,I don't want a picture with them.
266,BRUCE BANNER,Sorry. They said they'd do it.
267,SCOTT LANG,I don't want it anymore.
268,BRUCE BANNER,"No, no...you feel bad."
269,SCOTT LANG,Just take the goddamn phone.
270,GIRL,"Thank you, Mr. Hulk."
271,BRUCE BANNER,"No, it's great kids. Thank you very much.  Hulk out!"
272,STEVE ROGERS,Bruce.
273,BRUCE BANNER,Dab!
274,STEVE ROGERS,Bruce.
275,BRUCE BANNER,Listen to your Mom. She knows better.
276,STEVE ROGERS,About we were saying...
277,BRUCE BANNER,"Right. The whole time travel do-over? Guys, it's outside my area of expertise."
278,NATASHA ROMANOFF,"Well, you pulled this off. I remember a time when that seemed pretty impossible time, too."
279,TONY STARK,"Look at a mod inspiration, let me see what check out. So, recommend one last sim before we pack it in for the night. This time, in the shape of a mobius strip, inverted, please."
280,F.R.I.D.A.Y,Processing...
281,TONY STARK,"Give me that eigenvalue. That, particle factoring, and a spectral decomp. That will take a second."
282,F.R.I.D.A.Y,Just a moment.
283,TONY STARK,And don't worry if it doesn't pan out. I'm just kinda -
284,F.R.I.D.A.Y,Model rendered.
285,TONY STARK,Shit!
286,MORGAN STARK,Shit.
287,TONY STARK,"What are you doing up, little mess?"
288,MORGAN STARK,Shit.
289,TONY STARK,"No, we don't say that. Only Mommy says that word. She coined it, it belongs to her."
290,MORGAN STARK,Why you up?
291,TONY STARK,"'Cause I got some important shit going on here.  What do you think? No, I got something on my mind. I got something on my mind."
292,MORGAN STARK,Was it Juice Pops?
293,TONY STARK,"Sure was. That's extortion. Great minds think alike. Juice Pops, exactly was on...  my mind."
294,TONY STARK,"You done? Yeah, now you are.  That face goes there."
295,MORGAN STARK,Tell me a story.
296,TONY STARK,"A story... Once upon a time, Maguna went to bed. The end."
297,MORGAN STARK,That's a horrible story.
298,TONY STARK,"Come on, that's your favorite story. I love you tons."
299,MORGAN STARK,I love you 3000.
300,TONY STARK,"Go to bed. Or I'll sell all your toys. Night, night."
301,TONY STARK,"Not that it's a competition, but she loves me 3000. You were somewhere on the low 6 to 900 range."
302,TONY STARK,What are you reading?
303,PEPPER POTTS,"Oh, it's just a book on composting."
304,TONY STARK,What's new with composting?
305,PEPPER POTTS,Just -
306,TONY STARK,"I figured it out, by the way."
307,PEPPER POTTS,"You know, just so we're talking about the same thing -"
308,TONY STARK,Time travel.
309,PEPPER POTTS,"What? Wow... That's amazing, and... terrifying."
310,TONY STARK,That's right.
311,PEPPER POTTS,We got really lucky.
312,TONY STARK,"Yeah, I know."
313,PEPPER POTTS,A lot of people didn't.
314,TONY STARK,"No, I can't help everybody."
315,PEPPER POTTS,It sort a seems like you can.
316,TONY STARK,"Not if I stop. I can put a pin in it right now, and stop."
317,PEPPER POTTS,"Tony, trying to get you to stop has been one of the few failures of my life."
318,TONY STARK,I sometimes feel I should put it in a locked box and drop it at the bottom of a lake... go to bed.
319,PEPPER POTTS,But would you be able to rest?
320,BRUCE BANNER,"Okay, here we go. Time travel test number one. Scott, fire up the uhhh... the van thing."
321,STEVE ROGERS,"Breakers are set, emergency generators are on standby."
322,BRUCE BANNER,"Good. 'Cause if we blow the grid, I don't wanna lose Tiny here in the 1950's."
323,SCOTT LANG,Excuse me?
324,NATASHA ROMANOFF,He's kidding.  You can't say things like that!
325,BRUCE BANNER,Just... It was a bad joke.
326,NATASHA ROMANOFF,"You were kidding, right?"
327,BRUCE BANNER,"We're good! Get your helmet on, Scott. I'm gonna send you back a week, let you walk around for an hour, then bring you back in 10 seconds. Makes sense?"
328,SCOTT LANG,Perfectly not confusing
329,STEVE ROGERS,"Good luck, Scott. You got this."
330,SCOTT LANG,"You're right. I do, Captain America."
331,BRUCE BANNER,On the count of three. 3... 2... 1!
332,TEEN SCOTT LANG,"Uh, guys? This...this doesn't feel right."
333,STEVE ROGERS,What is this?
334,BRUCE BANNER,What's going on?
335,NATASHA ROMANOFF,That...who is that?
336,BRUCE BANNER,Hold on.
337,NATASHA ROMANOFF,Is that Scott?
338,TEEN SCOTT LANG,"Yes, it's Scott!"
339,OLD SCOTT LANG,Ow! My back!
340,STEVE ROGERS,What is this?
341,BRUCE BANNER,Can I get a little space here.
342,STEVE ROGERS,Yeah yeah. Can you bring him back?
343,BRUCE BANNER,I'm working on it!
344,STEVE ROGERS,It's a baby.
345,BRUCE BANNER,It's Scott.
346,STEVE ROGERS,As a baby!
347,BRUCE BANNER,He'll grow.
348,STEVE ROGERS,Bring Scott back!
349,BRUCE BANNER,"When I say kill the power, kill the power."
350,NATASHA ROMANOFF,Oh my god.
351,BRUCE BANNER,And... Kill it!
352,SCOTT LANG,Somebody peed my pants.
353,NATASHA ROMANOFF,Oh thank god.
354,SCOTT LANG,"But I don't know if it was ""baby"" me or ""old"" me...Or just ""me"" me."
355,BRUCE BANNER,Time travel!
356,BRUCE BANNER,What? I..I see this as an absolute win!
357,TONY STARK,Why the long face? Let me guess: He turned into a baby.
358,STEVE ROGERS,"Among other things, yeah. What are you doing here?"
359,TONY STARK,"That's the EPR Paradox. Instead of pushing Lang through time, you might've wound up pushing time through Lang. It's tricky. Dangerous. Somebody should've cautioned you against it."
360,STEVE ROGERS,You did.
361,TONY STARK,"Oh, did I?  Turns out, resentment is corrosive, and I hate it."
362,STEVE ROGERS,Me too.
363,TONY STARK,"We got a shot at getting these stones, but I gotta tell you my priorities: Bring back what we lost? I hope, yes. Keep what I got? I have to, at all costs. And... maybe not die trying will be nice."
364,STEVE ROGERS,Sounds like a deal.
365,STEVE ROGERS,Tony...
366,TONY STARK,"Why? He made it for you.  Plus, honestly I have to get it out of the garage before Morgan takes it sledding."
367,STEVE ROGERS,"Thank you, Tony."
368,TONY STARK,"Will you keep that a little quiet? Didn't bring one for the whole team.  ...We are getting the whole team, yeah?"
369,STEVE ROGERS,We're working on that right now.
370,ROCKET,"Hey, humie! Where's Big Green?"
371,SCOTT LANG,"Uh, Kitchen, I think.  That's awesome."
372,NEBULA,"Rhodey, careful on re-entry. There's an idiot on the landing zone."
373,SCOTT LANG,"Oh, God!"
374,RHODEY,"What's up, regular sized man?"
375,ROCKET,Kind of a step down from a from a golden palace for an Avenger highness and whatnot.
376,BRUCE BANNER,"Hey, have a little compassion, pal. First they've lost Asgard, then half the people. They're probably just happy to have a home."
377,VALKYRIE,You shouldn't have come!
378,BRUCE BANNER,"Ah, Valkyrie! Great to see you, Angry Girl."
379,VALKYRIE,I think I liked you better either of the other ways.
380,BRUCE BANNER,This is Rocket.
381,ROCKET,How you doin'?
382,VALKYRIE,He won't see you.
383,BRUCE BANNER,"That bad, huh?"
384,VALKYRIE,"We only see him once a month, when he comes for...  ... supplies."
385,BRUCE BANNER,It's that bad.
386,VALKYRIE,Yeah.
387,ROCKET,What the...  Woo! Something died in here.
388,BRUCE BANNER,Hello? Thor?
389,THOR,Are you here about the cable?
390,THOR,"The Cinemax ran out about two weeks ago, and the sports were all kind of fuzzy."
391,BRUCE BANNER,Thor?
392,ROCKET,"No, I'm good. I'm good. That's not necessary."
393,THOR,"Hulk, you know my friends, Miek, Korg, right?"
394,KORG,Hey boys!
395,BRUCE BANNER,"Hey guys, long time no see."
396,KORG,"Beer's on the bucket. Feel free to log on to the Wi-Fi. No password, obviously.  Thor, he's back. The kid on the TV that called me a dickhead again."
397,THOR,NoobMaster.
398,KORG,"Yeah, NoobMaster69 called me a dickhead."
399,THOR,"Noobmaster? Yeah, it's Thor again. You know, the God of Thunder? Listen, buddy. If you don't log off this game immediately, I am gonna fly over to your house, come down to that basement you're hiding in, rip off your arms AND SHOVE THEM UP YOUR BUTT!!! Oh, that's right. Yes, go cry to your father, you little weasel!"
